index,Слово,Часть речи,Род,Число,Падеж,Ударение
10186,деятели,сущ,муж,мн,0,2
10187,хобота,сущ,муж,мн,0,2
10188,медвежатники,сущ,муж,мн,0,2
10189,токари,сущ,муж,мн,0,2
10190,дугласовичи,сущ,муж,мн,0,2
10191,евгении,сущ,муж,мн,0,4
10192,лицедеи,сущ,муж,мн,0,6
10193,институты,сущ,муж,мн,0,7
10194,револьверы,сущ,муж,мн,0,8
10195,обыватели,сущ,муж,мн,0,5
10196,сердолики,сущ,муж,мн,0,7
10197,таиланды,сущ,муж,мн,0,2
10198,чайки,сущ,муж,мн,0,2
10199,лионы,сущ,муж,мн,0,2
10200,балалаечники,сущ,муж,мн,0,6
10201,дребезги,сущ,муж,мн,0,3
10202,козероги,сущ,муж,мн,0,2
10203,соски,сущ,муж,мн,0,5
10204,бункера,сущ,муж,мн,0,2
10205,лицензиары,сущ,муж,мн,0,2
10206,провансали,сущ,муж,мн,0,3
10207,беспризорники,сущ,муж,мн,0,8
10208,кастеты,сущ,муж,мн,0,2
10209,отщепенцы,сущ,муж,мн,0,6
10210,зефиры,сущ,муж,мн,0,4
10211,чеканы,сущ,муж,мн,0,4
10212,сульфиды,сущ,муж,мн,0,2
10213,чинарики,сущ,муж,мн,0,2
10214,карбиды,сущ,муж,мн,0,2
10215,кореши,сущ,муж,мн,0,2
10216,футболы,сущ,муж,мн,0,2
10217,бостоны,сущ,муж,мн,0,5
10218,бромиды,сущ,муж,мн,0,5
10219,молитвенники,сущ,муж,мн,0,4
10220,пауки,сущ,муж,мн,0,5
10221,мороженщики,сущ,муж,мн,0,2
10222,приставы,сущ,муж,мн,0,3
10223,пределы,сущ,муж,мн,0,5
10224,отдыхи,сущ,муж,мн,0,1
10225,пески,сущ,муж,мн,0,5
10226,сильвестры,сущ,муж,мн,0,2
10227,партеры,сущ,муж,мн,0,2
10228,изобретатели,сущ,муж,мн,0,8
10229,крупье,сущ,муж,мн,0,6
10230,валки,сущ,муж,мн,0,2
10231,кроссовки,сущ,муж,мн,0,6
10232,богачи,сущ,муж,мн,0,6
10233,мегафоны,сущ,муж,мн,0,6
10234,фартуки,сущ,муж,мн,0,2
10235,покеры,сущ,муж,мн,0,2
10236,переходы,сущ,муж,мн,0,6
10237,карьеры,сущ,муж,мн,0,5
10238,яды,сущ,муж,мн,0,1
10239,ассистенты,сущ,муж,мн,0,7
10240,променады,сущ,муж,мн,0,3
10241,снобизмы,сущ,муж,мн,0,3
10242,конструктора,сущ,муж,мн,0,7
10243,бульдоги,сущ,муж,мн,0,6
10244,райкомы,сущ,муж,мн,0,5
10245,кресты,сущ,муж,мн,0,6
10246,композиты,сущ,муж,мн,0,7
10247,оккультизмы,сущ,муж,мн,0,1
10248,антропологи,сущ,муж,мн,0,7
10249,рассольники,сущ,муж,мн,0,5
10250,смерчи,сущ,муж,мн,0,3
10251,карелы,сущ,муж,мн,0,4
10252,ручейки,сущ,муж,мн,0,7
10253,листочки,сущ,муж,мн,0,5
10254,журнальчики,сущ,муж,мн,0,5
10255,томагавки,сущ,муж,мн,0,2
10256,физматы,сущ,муж,мн,0,2
10257,галилеяне,сущ,муж,мн,0,6
10258,арсеньевичи,сущ,муж,мн,0,1
10259,гексогены,сущ,муж,мн,0,2
10260,татарчата,сущ,муж,мн,0,7
10261,шматки,сущ,муж,мн,0,3
10262,восходы,сущ,муж,мн,0,5
10263,ершовы,сущ,муж,мн,0,4
10264,натюрморты,сущ,муж,мн,0,7
10265,концлагеря,сущ,муж,мн,0,2
10266,эксплуататоры,сущ,муж,мн,0,1
10267,сынишки,сущ,муж,мн,0,2
10268,капралы,сущ,муж,мн,0,2
10269,десантники,сущ,муж,мн,0,4
10270,гуманисты,сущ,муж,мн,0,6
10271,концерты,сущ,муж,мн,0,5
10272,брюсовичи,сущ,муж,мн,0,3
10273,шустрики,сущ,муж,мн,0,2
10274,км,сущ,муж,мн,0,-1
10275,циркачи,сущ,муж,мн,0,7
10276,победители,сущ,муж,мн,0,6
10277,сперматозоиды,сущ,муж,мн,0,3
10278,рейхи,сущ,муж,мн,0,2
10279,подоконники,сущ,муж,мн,0,6
10280,оперуполномоченные,сущ,муж,мн,0,1
10281,комфорты,сущ,муж,мн,0,5
10282,технократы,сущ,муж,мн,0,2
10283,читатели,сущ,муж,мн,0,4
10284,полтинники,сущ,муж,мн,0,5
10285,псориазы,сущ,муж,мн,0,3
10286,полоны,сущ,муж,мн,0,2
10287,гекзаметры,сущ,муж,мн,0,2
10288,санатории,сущ,муж,мн,0,6
10289,пустяки,сущ,муж,мн,0,7
10290,равилевичи,сущ,муж,мн,0,2
10291,хохоты,сущ,муж,мн,0,2
10292,антифризы,сущ,муж,мн,0,7
10293,сокамерники,сущ,муж,мн,0,2
10294,локомотивы,сущ,муж,мн,0,8
10295,брассы,сущ,муж,мн,0,3
10296,радикализмы,сущ,муж,мн,0,2
10297,дни,сущ,муж,мн,0,3
10298,декораторы,сущ,муж,мн,0,6
10299,шиповники,сущ,муж,мн,0,4
10300,курятники,сущ,муж,мн,0,4
10301,лавры,сущ,муж,мн,0,2
10302,подрывники,сущ,муж,мн,0,2
10303,максимычи,сущ,муж,мн,0,2
10304,символисты,сущ,муж,мн,0,7
10305,спецкоры,сущ,муж,мн,0,6
10306,диспаритеты,сущ,муж,мн,0,2
10307,пёсики,сущ,муж,мн,0,2
10308,галдежи,сущ,муж,мн,0,2
10309,мухаммеды,сущ,муж,мн,0,2
10310,маэстро,сущ,муж,мн,0,3
10311,взломщики,сущ,муж,мн,0,4
10312,санскриты,сущ,муж,мн,0,2
10313,сальвадоровичи,сущ,муж,мн,0,2
10314,вклады,сущ,муж,мн,0,4
10315,водолеи,сущ,муж,мн,0,2
10316,генсоветы,сущ,муж,мн,0,2
10317,диаволы,сущ,муж,мн,0,2
10318,глупцы,сущ,муж,мн,0,6
10319,древостои,сущ,муж,мн,0,8
10320,канделябры,сущ,муж,мн,0,7
10321,обжиги,сущ,муж,мн,0,1
10322,психологи,сущ,муж,мн,0,3
10323,стёпы,сущ,муж,мн,0,3
10324,ашхабады,сущ,муж,мн,0,1
10325,фургончики,сущ,муж,мн,0,2
10326,столпники,сущ,муж,мн,0,3
10327,половичи,сущ,муж,мн,0,2
10328,сургучи,сущ,муж,мн,0,7
10329,ассирийцы,сущ,муж,мн,0,6
10330,челси,сущ,муж,мн,0,2
10331,самосуды,сущ,муж,мн,0,6
10332,аэроклубы,сущ,муж,мн,0,1
10333,партнёры,сущ,муж,мн,0,6
10334,россы,сущ,муж,мн,0,2
10335,червячки,сущ,муж,мн,0,8
10336,адсорбаты,сущ,муж,мн,0,1
10337,тарасы,сущ,муж,мн,0,2
10338,штабисты,сущ,муж,мн,0,3
10339,таксофоны,сущ,муж,мн,0,2
10340,омуты,сущ,муж,мн,0,1
10341,односельчане,сущ,муж,мн,0,10
10342,органы,сущ,муж,мн,0,1
10343,кондукторы,сущ,муж,мн,0,5
10344,марафонцы,сущ,муж,мн,0,6
10345,дрыны,сущ,муж,мн,0,3
10346,выделы,сущ,муж,мн,0,2
10347,книгочеи,сущ,муж,мн,0,7
10348,зачатки,сущ,муж,мн,0,4
10349,громкоговорители,сущ,муж,мн,0,3
10350,пилоты,сущ,муж,мн,0,4
10351,лихачи,сущ,муж,мн,0,6
10352,обеты,сущ,муж,мн,0,1
10353,токсикозы,сущ,муж,мн,0,2
10354,оргазмы,сущ,муж,мн,0,4
10355,миассы,сущ,муж,мн,0,2
10356,жилеты,сущ,муж,мн,0,4
10357,медяки,сущ,муж,мн,0,6
10358,ерики,сущ,муж,мн,0,1
10359,баттерфляи,сущ,муж,мн,0,2
10360,хуи,сущ,муж,мн,0,2
10361,форды,сущ,муж,мн,0,2
10362,людвиги,сущ,муж,мн,0,2
10363,марш-броски,сущ,муж,мн,0,
10364,сорта,сущ,муж,мн,0,2
10365,неверные,сущ,муж,мн,0,4
10366,падежи,сущ,муж,мн,0,6
10367,торты,сущ,муж,мн,0,2
10368,медпункты,сущ,муж,мн,0,2
10369,дроссели,сущ,муж,мн,0,3
10370,боеприпасы,сущ,муж,мн,0,8
10371,сторожи,сущ,муж,мн,0,3
10372,русланы,сущ,муж,мн,0,2
10373,треножники,сущ,муж,мн,0,3
10374,изоляторы,сущ,муж,мн,0,5
10375,корсары,сущ,муж,мн,0,5
10376,электромонтёры,сущ,муж,мн,0,1
10377,тропари,сущ,муж,мн,0,7
10378,гордецы,сущ,муж,мн,0,2
10379,володи,сущ,муж,мн,0,4
10380,автозаводы,сущ,муж,мн,0,1
10381,пролеткульты,сущ,муж,мн,0,8
10382,шурины,сущ,муж,мн,0,2
10383,кб,сущ,муж,мн,0,-1
10384,кочаны,сущ,муж,мн,0,4
10385,номиналы,сущ,муж,мн,0,2
10386,люмпены,сущ,муж,мн,0,2
10387,дармоеды,сущ,муж,мн,0,6
10388,разрывы,сущ,муж,мн,0,5
10389,туалеты,сущ,муж,мн,0,5
10390,пыжики,сущ,муж,мн,0,2
10391,граммы,сущ,муж,мн,0,3
10392,георговичи,сущ,муж,мн,0,2
10393,администраторы,сущ,муж,мн,0,10
10394,сахара,сущ,муж,мн,0,2
10395,измерители,сущ,муж,мн,0,1
10396,леоны,сущ,муж,мн,0,2
10397,пилоны,сущ,муж,мн,0,4
10398,мазки,сущ,муж,мн,0,5
10399,сидельцы,сущ,муж,мн,0,4
10400,кисеты,сущ,муж,мн,0,4
10401,соколики,сущ,муж,мн,0,4
10402,гейзеры,сущ,муж,мн,0,2
10403,швы,сущ,муж,мн,0,3
10404,наставники,сущ,муж,мн,0,5
10405,прадедушки,сущ,муж,мн,0,5
10406,кайзеры,сущ,муж,мн,0,2
10407,кинооператоры,сущ,муж,мн,0,2
10408,недосыпы,сущ,муж,мн,0,6
10409,леи,сущ,муж,мн,0,2
10410,конкурсы,сущ,муж,мн,0,2
10411,толки,сущ,муж,мн,0,2
10412,тылы,сущ,муж,мн,0,4
10413,метисы,сущ,муж,мн,0,4
10414,трейдинги,сущ,муж,мн,0,3
10415,небоскрёбы,сущ,муж,мн,0,8
10416,телефончики,сущ,муж,мн,0,6
10417,подросты,сущ,муж,мн,0,2
10418,материалисты,сущ,муж,мн,0,2
10419,цилиндры,сущ,муж,мн,0,4
10420,домушники,сущ,муж,мн,0,4
10421,алхимики,сущ,муж,мн,0,1
10422,мураши,сущ,муж,мн,0,6
10423,вычислители,сущ,муж,мн,0,2
10424,липиды,сущ,муж,мн,0,4
10425,песочки,сущ,муж,мн,0,2
10426,стригунки,сущ,муж,мн,0,9
10427,старослужащие,сущ,муж,мн,0,3
10428,спелеологи,сущ,муж,мн,0,6
10429,числители,сущ,муж,мн,0,5
10430,мавзолеи,сущ,муж,мн,0,7
10431,ивриты,сущ,муж,мн,0,1
10432,отборы,сущ,муж,мн,0,1
10433,когти,сущ,муж,мн,0,2
10434,отъёмы,сущ,муж,мн,0,1
10435,голоса,сущ,муж,мн,0,6
10436,горнисты,сущ,муж,мн,0,5
10437,колки,сущ,муж,мн,0,2
10438,юристы,сущ,муж,мн,0,1
10439,кичи,сущ,муж,мн,0,2
10440,отлёты,сущ,муж,мн,0,1
10441,палычи,сущ,муж,мн,0,2
10442,ширпотребы,сущ,муж,мн,0,2
10443,юродивые,сущ,муж,мн,0,3
10444,рубежи,сущ,муж,мн,0,6
10445,альбертовичи,сущ,муж,мн,0,1
10446,самородки,сущ,муж,мн,0,6
10447,обхваты,сущ,муж,мн,0,1
10448,жгуты,сущ,муж,мн,0,5
10449,филы,сущ,муж,мн,0,2
10450,пасторы,сущ,муж,мн,0,2
10451,фотоальбомы,сущ,муж,мн,0,2
10452,разрезы,сущ,муж,мн,0,2
10453,лагерники,сущ,муж,мн,0,2
10454,жоржи,сущ,муж,мн,0,2
10455,некрозы,сущ,муж,мн,0,2
10456,фторы,сущ,муж,мн,0,3
10457,эдемы,сущ,муж,мн,0,1
10458,платоны,сущ,муж,мн,0,3
10459,сушняки,сущ,муж,мн,0,2
10460,клещи,сущ,муж,мн,0,3
10461,передки,сущ,муж,мн,0,2
10462,троны,сущ,муж,мн,0,3
10463,умолки,сущ,муж,мн,0,1
10464,параграфы,сущ,муж,мн,0,4
10465,неплательщики,сущ,муж,мн,0,2
10466,скоттовичи,сущ,муж,мн,0,3
10467,теплоносители,сущ,муж,мн,0,9
10468,кошельки,сущ,муж,мн,0,8
10469,анионы,сущ,муж,мн,0,1
10470,просветители,сущ,муж,мн,0,8
10471,мюзиклы,сущ,муж,мн,0,2
10472,наездники,сущ,муж,мн,0,3
10473,автопарки,сущ,муж,мн,0,1
10474,наскоки,сущ,муж,мн,0,5
10475,матфеевичи,сущ,муж,мн,0,2
10476,социологи,сущ,муж,мн,0,5
10477,шкиперы,сущ,муж,мн,0,3
10478,собутыльники,сущ,муж,мн,0,6
10479,сквознячки,сущ,муж,мн,0,4
10480,маразмы,сущ,муж,мн,0,2
10481,жители,сущ,муж,мн,0,2
10482,зигзаги,сущ,муж,мн,0,5
10483,зенитчики,сущ,муж,мн,0,4
10484,трактирщики,сущ,муж,мн,0,6
10485,драматизмы,сущ,муж,мн,0,3
10486,верстаки,сущ,муж,мн,0,2
10487,мегагерцы,сущ,муж,мн,0,2
10488,августины,сущ,муж,мн,0,1
10489,спринтеры,сущ,муж,мн,0,4
10490,трезвоны,сущ,муж,мн,0,3
10491,кругообороты,сущ,муж,мн,0,3
10492,данилычи,сущ,муж,мн,0,2
10493,уюты,сущ,муж,мн,0,1
10494,пророки,сущ,муж,мн,0,5
10495,невыезды,сущ,муж,мн,0,2
10496,густавы,сущ,муж,мн,0,2
10497,крисы,сущ,муж,мн,0,3
10498,наливы,сущ,муж,мн,0,4
10499,прикусы,сущ,муж,мн,0,3
10500,перископы,сущ,муж,мн,0,7
10501,лондоны,сущ,муж,мн,0,2
10502,студни,сущ,муж,мн,0,3
10503,консулы,сущ,муж,мн,0,2
10504,медперсоналы,сущ,муж,мн,0,2
10505,свидетели,сущ,муж,мн,0,5
10506,каменщики,сущ,муж,мн,0,2
10507,паны,сущ,муж,мн,0,4
10508,поставщики,сущ,муж,мн,0,10
10509,бубенчики,сущ,муж,мн,0,4
10510,аперитивы,сущ,муж,мн,0,1
10511,трлн,сущ,муж,мн,0,-1
10512,бои,сущ,муж,мн,0,3
10513,караси,сущ,муж,мн,0,6
10514,документики,сущ,муж,мн,0,2
10515,изъяны,сущ,муж,мн,0,4
10516,адъютанты,сущ,муж,мн,0,6
10517,плебеи,сущ,муж,мн,0,5
10518,николаи,сущ,муж,мн,0,2
10519,столбики,сущ,муж,мн,0,3
10520,варяги,сущ,муж,мн,0,4
10521,ватники,сущ,муж,мн,0,2
10522,путеводители,сущ,муж,мн,0,8
10523,образы,сущ,муж,мн,0,1
10524,ошмётки,сущ,муж,мн,0,4
10525,завещатели,сущ,муж,мн,0,2
10526,шевроны,сущ,муж,мн,0,5
10527,кадыки,сущ,муж,мн,0,2
10528,труженики,сущ,муж,мн,0,3
10529,уголочки,сущ,муж,мн,0,5
10530,экзархи,сущ,муж,мн,0,1
10531,дожди,сущ,муж,мн,0,5
10532,путчисты,сущ,муж,мн,0,2
10533,магометы,сущ,муж,мн,0,2
10534,синедрионы,сущ,муж,мн,0,2
10535,кругляки,сущ,муж,мн,0,8
10536,суверенитеты,сущ,муж,мн,0,2
10537,трафареты,сущ,муж,мн,0,7
10538,шалфеи,сущ,муж,мн,0,2
10539,негодяи,сущ,муж,мн,0,6
10540,визири,сущ,муж,мн,0,2
10541,тюремщики,сущ,муж,мн,0,4
10542,молчальники,сущ,муж,мн,0,2
10543,вибраторы,сущ,муж,мн,0,5
10544,шмоны,сущ,муж,мн,0,3
10545,цветоводы,сущ,муж,мн,0,7
10546,боксёры,сущ,муж,мн,0,5
10547,матросы,сущ,муж,мн,0,5
10548,сэмовичи,сущ,муж,мн,0,2
10549,агенсы,сущ,муж,мн,0,1
10550,актёры,сущ,муж,мн,0,6
10551,сербы,сущ,муж,мн,0,2
10552,интервенты,сущ,муж,мн,0,1
10553,раджи,сущ,муж,мн,0,2
10554,бонусы,сущ,муж,мн,0,2
10555,абверы,сущ,муж,мн,0,1
10556,горбуны,сущ,муж,мн,0,7
10557,окопы,сущ,муж,мн,0,3
10558,молоточки,сущ,муж,мн,0,6
10559,собаководы,сущ,муж,мн,0,8
10560,собчаки,сущ,муж,мн,0,2
10561,налимы,сущ,муж,мн,0,4
10562,урюки,сущ,муж,мн,0,1
10563,сотрапезники,сущ,муж,мн,0,2
10564,гербы,сущ,муж,мн,0,5
10565,претенденты,сущ,муж,мн,0,8
10566,джигиты,сущ,муж,мн,0,5
10567,метеориты,сущ,муж,мн,0,7
10568,ведомые,сущ,муж,мн,0,4
10569,павианы,сущ,муж,мн,0,2
10570,перерасходы,сущ,муж,мн,0,9
10571,магазины,сущ,муж,мн,0,6
10572,гипсы,сущ,муж,мн,0,2
10573,ролланы,сущ,муж,мн,0,2
10574,футуризмы,сущ,муж,мн,0,2
10575,рикши,сущ,муж,мн,0,2
10576,полумраки,сущ,муж,мн,0,2
10577,животы,сущ,муж,мн,0,6
10578,квазары,сущ,муж,мн,0,3
10579,кукольники,сущ,муж,мн,0,2
10580,скоморохи,сущ,муж,мн,0,7
10581,сухоцветы,сущ,муж,мн,0,7
10582,чёрные,сущ,муж,мн,0,2
10583,шторма,сущ,муж,мн,0,3
10584,биоритмы,сущ,муж,мн,0,2
10585,завозы,сущ,муж,мн,0,4
10586,гомосексуалисты,сущ,муж,мн,0,2
10587,суфизмы,сущ,муж,мн,0,2
10588,аввовичи,сущ,муж,мн,0,1
10589,паласы,сущ,муж,мн,0,2
10590,васильки,сущ,муж,мн,0,8
10591,звездочёты,сущ,муж,мн,0,8
10592,чекисты,сущ,муж,мн,0,4
10593,питерцы,сущ,муж,мн,0,2
10594,ложементы,сущ,муж,мн,0,2
10595,сеятели,сущ,муж,мн,0,2
10596,трубадуры,сущ,муж,мн,0,7
10597,пионы,сущ,муж,мн,0,3
10598,стабилизаторы,сущ,муж,мн,0,9
10599,рислинги,сущ,муж,мн,0,2
10600,госсекторы,сущ,муж,мн,0,2
10601,овцебыки,сущ,муж,мн,0,8
10602,колоссы,сущ,муж,мн,0,2
10603,надзиратели,сущ,муж,мн,0,2
10604,бюрократизмы,сущ,муж,мн,0,2
10605,саксаулы,сущ,муж,мн,0,2
10606,вибрионы,сущ,муж,мн,0,6
10607,протопопы,сущ,муж,мн,0,3
10608,лукойлы,сущ,муж,мн,0,2
10609,лучки,сущ,муж,мн,0,5
10610,стилеты,сущ,муж,мн,0,5
10611,сибариты,сущ,муж,мн,0,6
10612,дедули,сущ,муж,мн,0,4
10613,эротизмы,сущ,муж,мн,0,1
10614,медоки,сущ,муж,мн,0,2
10615,водяные,сущ,муж,мн,0,6
10616,студенты,сущ,муж,мн,0,5
10617,бундестаги,сущ,муж,мн,0,2
10618,бордели,сущ,муж,мн,0,2
10619,акваланги,сущ,муж,мн,0,6
10620,фашизмы,сущ,муж,мн,0,2
10621,химикаты,сущ,муж,мн,0,6
10622,редисы,сущ,муж,мн,0,2
10623,скутеры,сущ,муж,мн,0,3
10624,погоны,сущ,муж,мн,0,4
10625,диверсанты,сущ,муж,мн,0,2
10626,ломбарды,сущ,муж,мн,0,5
10627,обряды,сущ,муж,мн,0,4
10628,хомовичи,сущ,муж,мн,0,2
10629,трипперы,сущ,муж,мн,0,3
10630,тюльпаны,сущ,муж,мн,0,6
10631,злопыхатели,сущ,муж,мн,0,3
10632,тысячелистники,сущ,муж,мн,0,2
10633,кварки,сущ,муж,мн,0,3
10634,наперсники,сущ,муж,мн,0,2
10635,комментарии,сущ,муж,мн,0,8
10636,герпесы,сущ,муж,мн,0,2
10637,обрубки,сущ,муж,мн,0,4
10638,колчаны,сущ,муж,мн,0,2
10639,чипы,сущ,муж,мн,0,2
10640,мальчики,сущ,муж,мн,0,8
10641,туфы,сущ,муж,мн,0,2
10642,трепанги,сущ,муж,мн,0,3
10643,смертники,сущ,муж,мн,0,3
10644,благочинные,сущ,муж,мн,0,7
10645,вьюнки,сущ,муж,мн,0,3
10646,спартаки,сущ,муж,мн,0,3
10647,гардеробщики,сущ,муж,мн,0,2
10648,компрессоры,сущ,муж,мн,0,6
0,соучастье,сущ,ср,ед,0,2
1,помещенье,сущ,ср,ед,0,2
2,угадывание,сущ,ср,ед,0,3
3,созидание,сущ,ср,ед,0,6
4,незнанье,сущ,ср,ед,0,2
5,равновесие,сущ,ср,ед,0,7
6,слагаемое,сущ,ср,ед,0,5
7,пятилетье,сущ,ср,ед,0,2
8,преткновение,сущ,ср,ед,0,9
9,несоблюденье,сущ,ср,ед,0,2
10,кровотеченье,сущ,ср,ед,0,3
11,стихосложение,сущ,ср,ед,0,10
12,дифференцированье,сущ,ср,ед,0,2
13,зазренье,сущ,ср,ед,0,2
14,инобытие,сущ,ср,ед,0,1
15,выжиданье,сущ,ср,ед,0,2
16,оперированье,сущ,ср,ед,0,1
17,антивещество,сущ,ср,ед,0,12
18,десятилетие,сущ,ср,ед,0,8
19,несогласье,сущ,ср,ед,0,2
20,загоранье,сущ,ср,ед,0,2
21,ухищренье,сущ,ср,ед,0,1
22,смирение,сущ,ср,ед,0,5
23,исцеление,сущ,ср,ед,0,6
24,обследованье,сущ,ср,ед,0,1
25,промывание,сущ,ср,ед,0,7
26,расходованье,сущ,ср,ед,0,2
27,перо,сущ,ср,ед,0,4
28,проветривание,сущ,ср,ед,0,5
29,легирование,сущ,ср,ед,0,4
30,сетование,сущ,ср,ед,0,2
31,изученье,сущ,ср,ед,0,1
32,языкознание,сущ,ср,ед,0,8
33,трёхлетие,сущ,ср,ед,0,6
34,непримененье,сущ,ср,ед,0,2
35,беспокойство,сущ,ср,ед,0,7
36,ре,сущ,ср,ед,0,2
37,многообразье,сущ,ср,ед,0,3
38,издевательство,сущ,ср,ед,0,6
39,снятие,сущ,ср,ед,0,3
40,стойло,сущ,ср,ед,0,3
41,целительство,сущ,ср,ед,0,4
42,благородие,сущ,ср,ед,0,7
43,очертанье,сущ,ср,ед,0,6
44,безделье,сущ,ср,ед,0,5
45,помышление,сущ,ср,ед,0,7
46,взыскание,сущ,ср,ед,0,6
47,мо,сущ,ср,ед,0,2
48,нездоровье,сущ,ср,ед,0,2
49,нырянье,сущ,ср,ед,0,2
50,самосожженье,сущ,ср,ед,0,2
51,судостроенье,сущ,ср,ед,0,2
52,выселенье,сущ,ср,ед,0,2
53,извещение,сущ,ср,ед,0,6
54,кондиционированье,сущ,ср,ед,0,2
55,старьё,сущ,ср,ед,0,6
56,плато,сущ,ср,ед,0,5
57,стяжание,сущ,ср,ед,0,5
58,прелюбодеяние,сущ,ср,ед,0,10
59,зазрение,сущ,ср,ед,0,5
60,обеспеченье,сущ,ср,ед,0,8
61,несовпадение,сущ,ср,ед,0,9
62,тряпьё,сущ,ср,ед,0,6
63,повышение,сущ,ср,ед,0,6
64,обоснование,сущ,ср,ед,0,8
65,саморазвитье,сущ,ср,ед,0,2
66,комплексированье,сущ,ср,ед,0,2
67,приключение,сущ,ср,ед,0,8
68,крушенье,сущ,ср,ед,0,3
69,закрепление,сущ,ср,ед,0,8
70,похмелье,сущ,ср,ед,0,5
71,доследование,сущ,ср,ед,0,5
72,использованье,сущ,ср,ед,0,1
73,неполучение,сущ,ср,ед,0,8
74,утешенье,сущ,ср,ед,0,3
75,премированье,сущ,ср,ед,0,3
76,заявление,сущ,ср,ед,0,6
77,мщение,сущ,ср,ед,0,3
78,обезвреживание,сущ,ср,ед,0,1
79,барахлишко,сущ,ср,ед,0,7
80,подобострастье,сущ,ср,ед,0,2
81,заполненье,сущ,ср,ед,0,2
82,смягченье,сущ,ср,ед,0,3
83,провидение,сущ,ср,ед,0,5
84,освидетельствование,сущ,ср,ед,0,1
85,связывание,сущ,ср,ед,0,3
86,взрывание,сущ,ср,ед,0,6
87,полупальто,сущ,ср,ед,0,2
88,коллекционированье,сущ,ср,ед,0,2
89,разночтение,сущ,ср,ед,0,8
90,правосознанье,сущ,ср,ед,0,3
91,наступленье,сущ,ср,ед,0,2
92,сжигание,сущ,ср,ед,0,5
93,ожерелье,сущ,ср,ед,0,5
94,молодило,сущ,ср,ед,0,2
95,хихиканье,сущ,ср,ед,0,4
96,пониженье,сущ,ср,ед,0,2
97,лишенье,сущ,ср,ед,0,2
98,извлеченье,сущ,ср,ед,0,1
99,дождеванье,сущ,ср,ед,0,2
100,моделирование,сущ,ср,ед,0,6
101,здравоохраненье,сущ,ср,ед,0,4
102,скотоводство,сущ,ср,ед,0,7
103,созревание,сущ,ср,ед,0,7
104,го,сущ,ср,ед,0,2
105,непризнанье,сущ,ср,ед,0,2
106,пилотирование,сущ,ср,ед,0,6
107,спонсорство,сущ,ср,ед,0,3
108,мосэнерго,сущ,ср,ед,0,6
109,бесчинство,сущ,ср,ед,0,5
110,вещанье,сущ,ср,ед,0,2
111,вино,сущ,ср,ед,0,4
112,нанесенье,сущ,ср,ед,0,2
113,угодничество,сущ,ср,ед,0,3
114,изобилие,сущ,ср,ед,0,5
115,движенье,сущ,ср,ед,0,5
116,автохозяйство,сущ,ср,ед,0,8
117,трио,сущ,ср,ед,0,3
118,накаливанье,сущ,ср,ед,0,2
119,исчадие,сущ,ср,ед,0,4
120,наложенье,сущ,ср,ед,0,2
121,обитанье,сущ,ср,ед,0,1
122,понимание,сущ,ср,ед,0,6
123,скрещивание,сущ,ср,ед,0,4
124,промыванье,сущ,ср,ед,0,3
125,разрешение,сущ,ср,ед,0,7
126,кайло,сущ,ср,ед,0,2
127,предъявленье,сущ,ср,ед,0,3
128,разгильдяйство,сущ,ср,ед,0,9
129,сожжение,сущ,ср,ед,0,5
130,хобби,сущ,ср,ед,0,2
131,воцаренье,сущ,ср,ед,0,2
132,нанесение,сущ,ср,ед,0,6
133,распутство,сущ,ср,ед,0,5
134,чистописание,сущ,ср,ед,0,9
135,жалюзи,сущ,ср,ед,0,6
136,армированье,сущ,ср,ед,0,1
137,существо,сущ,ср,ед,0,8
138,дифференцирование,сущ,ср,ед,0,10
139,продвиженье,сущ,ср,ед,0,3
140,строение,сущ,ср,ед,0,5
141,зеркальце,сущ,ср,ед,0,2
142,пресечение,сущ,ср,ед,0,3
143,хранилище,сущ,ср,ед,0,5
144,трудолюбье,сущ,ср,ед,0,3
145,несоответствие,сущ,ср,ед,0,8
146,дешифрированье,сущ,ср,ед,0,2
147,фа,сущ,ср,ед,0,2
148,залегание,сущ,ср,ед,0,6
149,укороченье,сущ,ср,ед,0,1
150,тушино,сущ,ср,ед,0,2
151,поступленье,сущ,ср,ед,0,2
152,кратное,сущ,ср,ед,0,3
153,прославленье,сущ,ср,ед,0,3
154,начисление,сущ,ср,ед,0,7
155,выжидание,сущ,ср,ед,0,6
156,обезболивание,сущ,ср,ед,0,6
157,словоупотребленье,сущ,ср,ед,0,3
158,покачивание,сущ,ср,ед,0,4
159,освоение,сущ,ср,ед,0,5
160,прокаливанье,сущ,ср,ед,0,3
161,отпадение,сущ,ср,ед,0,6
162,жюри,сущ,ср,ед,0,4
163,преосвященство,сущ,ср,ед,0,9
164,товародвиженье,сущ,ср,ед,0,2
165,сборище,сущ,ср,ед,0,3
166,таянье,сущ,ср,ед,0,2
167,самолечение,сущ,ср,ед,0,8
168,свидание,сущ,ср,ед,0,5
169,названье,сущ,ср,ед,0,5
170,пребывание,сущ,ср,ед,0,7
171,охлаждение,сущ,ср,ед,0,7
172,деленье,сущ,ср,ед,0,2
173,отверстие,сущ,ср,ед,0,4
174,долголетье,сущ,ср,ед,0,2
175,рандеву,сущ,ср,ед,0,7
176,гпу,сущ,ср,ед,0,3
177,отмщение,сущ,ср,ед,0,5
178,пиратство,сущ,ср,ед,0,4
